core,block,branch,A_mode,d_inner,d_state,stored_A_parameter_count,lambda_min,lambda_max,lambda_mean,mean_statewise_channel_cv,max_statewise_channel_cv,row_shared_relative_fro_error_lambda,row_shared_relative_fro_error_A_log,best_rank1_energy_ratio_lambda,dataset,seed
block2_spa,2,spa,per_channel,64,16,1024,0.7892030317076683,20.92467488410989,8.42813982940229,0.08348290161824365,0.09740669041898584,0.08574105673646733,0.041293813313246726,0.9937850777797906,HanChuan,2
block2_spe,2,spe,per_channel,16,16,256,0.8904834863320807,18.4196372861005,8.47730736648451,0.054663268558013914,0.10344356513060803,0.058187997104288056,0.028029776273062152,0.9968128192939355,HanChuan,2
block0_spa,0,spa,per_channel,64,16,1024,0.7462797472700936,21.182102730451998,8.357390331725046,0.10596324184936703,0.12218655670010282,0.10582141333411728,0.05362072164424531,0.9919263206424029,HanChuan,3
block0_spe,0,spe,per_channel,16,16,256,0.8424421723249234,17.87496544572308,8.613376386430009,0.05754747960587333,0.07861889178022499,0.06031620344477252,0.02842823874754058,0.9967849814125996,HanChuan,3
block1_spa,1,spa,per_channel,64,16,1024,0.5896920367270266,23.03044915940442,8.320479996660936,0.13027435450703295,0.1460807924802806,0.12966285304806865,0.06630456194343776,0.9867444591782109,HanChuan,3
block1_spe,1,spe,per_channel,16,16,256,0.9154445243215547,18.34110360860121,8.494570404313324,0.050846021065079794,0.09518115120436682,0.05978780796137024,0.026461761092396376,0.9969415005612586,HanChuan,3
block2_spa,2,spa,per_channel,64,16,1024,0.6950464546692475,23.47404802538704,8.500038365190392,0.1169434408967325,0.15064882635738527,0.12033639563911684,0.05707420064828651,0.9899491418279092,HanChuan,3
block2_spe,2,spe,per_channel,16,16,256,0.8811362464397724,19.76481640973448,8.51130194620302,0.07669740391053605,0.11233231403255202,0.08217952898836262,0.037848716218673695,0.9943173490288798,HanChuan,3
block0_spa,0,spa,per_channel,64,16,1024,0.6666050263608345,18.348578348820055,8.078801991972274,0.09693323463111275,0.11012589835118175,0.09288668239889272,0.04937419058502558,0.9969319415607206,HanChuan,4
block0_spe,0,spe,per_channel,16,16,256,0.9174664065147118,17.464576961877015,8.415957320866406,0.04192760856688843,0.06219028160685921,0.04479388128923346,0.02106738487007919,0.9982831902987654,HanChuan,4
block1_spa,1,spa,per_channel,64,16,1024,0.7321906695770847,19.179969548431362,8.524275566758114,0.07935547075720426,0.09859878029479051,0.07970166083884679,0.039343432964886314,0.9959695231536818,HanChuan,4
block1_spe,1,spe,per_channel,16,16,256,0.8823167496932733,18.472217967274617,8.520232828176084,0.059805707217154114,0.07921515589716124,0.059839403850622974,0.029765009248323166,0.9968629998383002,HanChuan,4
block2_spa,2,spa,per_channel,64,16,1024,0.8770938148475522,20.22781465644163,8.587040112589994,0.08951254473887535,0.11128493556815264,0.0890347622873036,0.043399499289877935,0.9938014367168083,HanChuan,4
block2_spe,2,spe,per_channel,16,16,256,0.885806093621035,17.549605671326912,8.423769412097467,0.05104633194691527,0.0818843515236918,0.05399528831799929,0.025500212260427355,0.9976444285309707,HanChuan,4
block0_spa,0,spa,per_channel,64,16,1024,0.7201631692555435,18.216222025333067,8.073946275304735,0.1128312194427642,0.1474774339346542,0.10144493914491313,0.05705547492582014,0.9975317051970792,HanChuan,5
block0_spe,0,spe,per_channel,16,16,256,0.8756075849219555,18.60594635192842,8.591882002842809,0.06961140973934606,0.11188956126560413,0.07985833885337418,0.035602668871851983,0.9971127380854249,HanChuan,5
block1_spa,1,spa,per_channel,64,16,1024,0.6589955872026868,18.919004580698115,8.217418561678333,0.11916017020241723,0.13681025304439223,0.11413037892699306,0.06097591935544008,0.9916445784747897,HanChuan,5
block1_spe,1,spe,per_channel,16,16,256,0.9185552614504271,19.40051951320316,8.521642833677816,0.055305496782486474,0.08544681450604036,0.05238125125346155,0.027389777830259976,0.9975990985330795,HanChuan,5
block2_spa,2,spa,per_channel,64,16,1024,0.59224460825483,25.893194142658633,8.57223062134432,0.11643844897334138,0.15641515322937283,0.12309847127341732,0.05701538759845859,0.9898568837648911,HanChuan,5
block2_spe,2,spe,per_channel,16,16,256,0.9347185322895487,19.57242270418561,8.537547210503938,0.04438320528127726,0.06942588640122657,0.04989160760532437,0.02175711032463541,0.997647015563184,HanChuan,5
block0_spa,0,spa,per_channel,64,16,1024,0.6193136250671958,19.023642079863944,8.469903500787897,0.10265979053509039,0.13303978938648173,0.0881661144885617,0.052837511038242115,0.9949355146705586,HanChuan,6
block0_spe,0,spe,per_channel,16,16,256,0.8742162678792914,17.907247287059786,8.46100764673155,0.059572869609911754,0.1147543677627564,0.06760364187883469,0.030141022669825986,0.996185237026307,HanChuan,6
block1_spa,1,spa,per_channel,64,16,1024,0.7849306547110444,23.632022149129252,8.462297527026262,0.12527868425557045,0.15294765024754478,0.12823193522935936,0.06292631805989093,0.986701527522833,HanChuan,6
block1_spe,1,spe,per_channel,16,16,256,0.9216712814619982,17.38349930545206,8.487311751749473,0.053011285408870526,0.08912894459016445,0.05633229114154585,0.026857582874206733,0.9977586686085759,HanChuan,6
block2_spa,2,spa,per_channel,64,16,1024,0.7854386757822354,25.52274820184288,8.453843579425328,0.08745215311144246,0.13428732298528254,0.09835604064718134,0.04334553939901038,0.9920186151441475,HanChuan,6
block2_spe,2,spe,per_channel,16,16,256,0.8248932773275904,19.961209494104065,8.477886120827783,0.0652601633135059,0.09964060522709915,0.07059527896067239,0.0321297149509146,0.9957991518708142,HanChuan,6
block0_spa,0,spa,per_channel,64,16,1024,0.5683485623292853,21.195363672634198,8.105068267176641,0.1098606167128077,0.12344212392170989,0.10684813410149671,0.05748754578295288,0.992779909050081,HanChuan,7
block0_spe,0,spe,per_channel,16,16,256,0.7975287923125698,18.20993866413716,8.438449429320427,0.06639526865048273,0.09145079771128428,0.0688058104000903,0.03505626200754049,0.9974481580799168,HanChuan,7
block1_spa,1,spa,per_channel,64,16,1024,0.6275116472709069,21.40694109128366,8.376508846775472,0.10262781562899559,0.12294416017801339,0.09994539503252527,0.05171760484427843,0.992224896997404,HanChuan,7
block1_spe,1,spe,per_channel,16,16,256,0.9365524208271581,19.669795844362906,8.542745098835983,0.044731746938457086,0.07312874712366116,0.05187493404634139,0.022048451278680513,0.9984687001055026,HanChuan,7
block2_spa,2,spa,per_channel,64,16,1024,0.7236213551133497,21.92009452322578,8.584888485171867,0.10095767889090689,0.1363792743580257,0.1038681231644785,0.04910055540149038,0.9923488853991792,HanChuan,7
block2_spe,2,spe,per_channel,16,16,256,0.9172623301560596,17.300422029865416,8.487787128714942,0.0693628367336781,0.0963640236931877,0.07403705332801686,0.0344475672676219,0.99488043495803,HanChuan,7
block0_spa,0,spa,per_channel,64,16,1024,0.6729880244222055,20.222230755955398,8.063372862521023,0.11036691149373692,0.12871702778928956,0.10149714308392778,0.056698186385671756,0.9949216079391455,HanChuan,8
block0_spe,0,spe,per_channel,16,16,256,0.8677306349992556,18.075729235828053,8.442241472396356,0.06654130700781397,0.09632939774680774,0.07304197282642798,0.03330662766171215,0.995252639941903,HanChuan,8
block1_spa,1,spa,per_channel,64,16,1024,0.5473673089254322,22.379699975534592,8.484975721751947,0.11604095550274254,0.14496073568053947,0.11807521944988061,0.058558139915370004,0.9891373594746149,HanChuan,8
block1_spe,1,spe,per_channel,16,16,256,0.9418280836675073,18.408929326992364,8.565683197986885,0.058118628429683704,0.0790575116553738,0.059071349553415406,0.02849788405810749,0.9973774917200037,HanChuan,8
block2_spa,2,spa,per_channel,64,16,1024,0.6956098550820595,24.266815560390718,8.516447608354646,0.12065949863020006,0.14501359408838893,0.12188811383208817,0.0591125247101732,0.9886543323662494,HanChuan,8
block2_spe,2,spe,per_channel,16,16,256,0.9371868672128842,18.56166571094341,8.522572614624444,0.06809984656491408,0.12810638722499137,0.07443942926241577,0.03383828683190224,0.9950409143623057,HanChuan,8
block0_spa,0,spa,per_channel,64,16,1024,0.5657624929606743,17.59809572953975,7.930687881036199,0.10943565219274957,0.13443291330603174,0.09904025972114229,0.05710273303825661,0.9979552380663524,HanChuan,9
block0_spe,0,spe,per_channel,16,16,256,0.9589653529931261,17.863326207205347,8.491079143817668,0.07009721606402763,0.10944574971022628,0.07587579820770042,0.03494720072353248,0.9956432334574588,HanChuan,9
block1_spa,1,spa,per_channel,64,16,1024,0.7965057166138969,19.95114648590187,8.28955109398728,0.10524303981821446,0.13840479417552956,0.10867811864366107,0.05284097663208386,0.9913167827083329,HanChuan,9
block1_spe,1,spe,per_channel,16,16,256,0.8882088710111745,19.41337788218593,8.490505342513083,0.07408229205380683,0.1027252690787359,0.08232682762154812,0.03714314030323116,0.9955906079041456,HanChuan,9
block2_spa,2,spa,per_channel,64,16,1024,0.5873021629063869,23.829230063295757,8.46539636841165,0.10565299214149679,0.13784495386927165,0.10904908984503772,0.05221429740721363,0.9920478463297899,HanChuan,9
block2_spe,2,spe,per_channel,16,16,256,0.9114852784891823,18.069158306194158,8.554378409729354,0.06634964059399917,0.08805639456285208,0.06678493642189155,0.03247683660176083,0.9962157411926168,HanChuan,9
block0_spa,0,spa,shared,64,16,16,0.8607224129832916,11.558003706347794,6.754895455298998,6.081878053419327e-16,1.622833233695021e-15,6.730426829966079e-16,0.0,1.0,HongHu,0
block0_spe,0,spe,shared,16,16,16,0.9293139907101441,15.691654420220392,8.270544517106565,2.0313640687304598e-16,3.725646678410798e-16,2.259763620257144e-16,0.0,1.0,HongHu,0
block1_spa,1,spa,shared,64,16,16,0.8543114274272575,15.002017905471494,7.827323909079302,9.740509754180694e-16,1.749281404391288e-15,1.1374014203490239e-15,0.0,1.0,HongHu,0
block1_spe,1,spe,shared,16,16,16,0.9553550009315547,16.215832704814474,8.564306218108623,2.2132282952670446e-16,4.3817838324709654e-16,2.740949870207887e-16,0.0,1.0,HongHu,0
block2_spa,2,spa,shared,64,16,16,1.0108030422427419,15.400706506169145,8.364287324133866,8.069252334935202e-16,1.403989668431277e-15,1.0819477980856546e-15,0.0,1.0,HongHu,0
block2_spe,2,spe,shared,16,16,16,0.9916093951884488,16.309345249502794,8.318519954665653,1.8157918942118079e-16,3.7157937148199924e-16,2.43993777355104e-16,0.0,1.0,HongHu,0
block0_spa,0,spa,shared,64,16,16,0.9489393726953103,11.49283255673944,6.620023919430038,8.094247275151384e-16,1.754943028876146e-15,8.811183699580475e-16,0.0,1.0,HongHu,1
block0_spe,0,spe,shared,16,16,16,0.9725418440852881,15.309209720863564,8.30036322388995,1.9910195495278546e-16,4.641276386669157e-16,2.898119390219927e-16,0.0,1.0,HongHu,1
block1_spa,1,spa,shared,64,16,16,0.7605245111346497,14.928631193751533,7.482471180758791,7.193217364093256e-16,1.6176247541206867e-15,9.366145169339458e-16,0.0,1.0,HongHu,1
block1_spe,1,spe,shared,16,16,16,1.019909932514636,15.498842336616015,8.145776975398983,2.268072714139976e-16,4.380059382721288e-16,2.8544666241110577e-16,0.0,1.0,HongHu,1
block2_spa,2,spa,shared,64,16,16,0.9476532445655843,18.30623263244007,8.733844686325131,6.955534898757961e-16,1.7466413626003743e-15,1.0920047179851504e-15,0.0,1.0,HongHu,1
block2_spe,2,spe,shared,16,16,16,1.0110897323428145,16.46255769258766,8.63595557688479,1.9643258351912755e-16,4.0720962564946315e-16,2.356321507813881e-16,0.0,1.0,HongHu,1
block0_spa,0,spa,shared,64,16,16,0.8182738037431719,13.901133805882404,6.900857205063738,7.96270053229661e-16,1.6634869505711768e-15,8.074622959989035e-16,0.0,1.0,HongHu,2
block0_spe,0,spe,shared,16,16,16,0.9852308403593533,16.25498218738495,8.648171442165019,1.5284712122419703e-16,4.886293019250282e-16,2.5377864848798163e-16,0.0,1.0,HongHu,2
block1_spa,1,spa,shared,64,16,16,0.735348431070699,15.638664205777019,7.456095907356929,8.277942618353933e-16,1.6952663218974084e-15,9.552207584520532e-16,0.0,1.0,HongHu,2
block1_spe,1,spe,shared,16,16,16,0.9759964405030307,14.937496389919865,7.739781367375672,1.476822487300941e-16,3.5675794517995143e-16,2.1136206356562129e-16,0.0,1.0,HongHu,2
block2_spa,2,spa,shared,64,16,16,0.9091164228690313,15.829369542648594,8.22870603091871,7.086112465329248e-16,1.6229391776639457e-15,6.997147465951365e-16,0.0,1.0,HongHu,2
block2_spe,2,spe,shared,16,16,16,0.975873639445775,14.638897572791526,8.265129661539964,1.497027432150129e-16,4.861101349855633e-16,2.269654910245931e-16,0.0,1.0,HongHu,2
block0_spa,0,spa,shared,64,16,16,0.8409782795036309,14.95291798333903,6.920058132194991,5.228409131711608e-16,1.265913966370677e-15,8.340119984433684e-16,0.0,1.0,HongHu,3
block0_spe,0,spe,shared,16,16,16,0.9368553577489329,17.87095987415983,8.34707000917389,1.8090842139789207e-16,3.9043705784496614e-16,2.317726451777028e-16,0.0,1.0,HongHu,3
block1_spa,1,spa,shared,64,16,16,0.8094392682204428,15.48090507975684,7.780287225717643,8.997757566077482e-16,1.7211753740319576e-15,1.1871567048617099e-15,0.0,1.0,HongHu,3
block1_spe,1,spe,shared,16,16,16,0.9333879051805987,16.19267165704917,8.483359455669401,1.822931601879476e-16,3.997099263199732e-16,1.99664903635157e-16,0.0,1.0,HongHu,3
block2_spa,2,spa,shared,64,16,16,0.9017462545310454,15.441502900037962,7.8613962529353545,8.372812647512308e-16,1.7255673080201412e-15,1.2874169893387086e-15,0.0,1.0,HongHu,3
block2_spe,2,spe,shared,16,16,16,0.9931997155017902,16.21478114453607,8.631887113965963,1.7225004943035933e-16,4.1143533557544513e-16,2.525697667577376e-16,0.0,1.0,HongHu,3
block0_spa,0,spa,shared,64,16,16,0.842402291223228,12.629713184265531,6.868971865871515,7.858914977194654e-16,1.458725414394137e-15,1.02799521497497e-15,0.0,1.0,HongHu,4
block0_spe,0,spe,shared,16,16,16,1.0322054433796206,16.464096356496835,8.432149732660985,1.931625426413508e-16,4.923476751704343e-16,2.5133521606296624e-16,0.0,1.0,HongHu,4
block1_spa,1,spa,shared,64,16,16,0.9014086442708167,15.338060922967552,8.16409077115899,8.093716125619177e-16,1.6293169386123079e-15,9.826562843441808e-16,0.0,1.0,HongHu,4
block1_spe,1,spe,shared,16,16,16,0.8553720553291567,15.27385655361973,8.153349352597168,1.6067415241878245e-16,3.65637896340492e-16,2.573878951287273e-16,0.0,1.0,HongHu,4
block2_spa,2,spa,shared,64,16,16,0.854580637866654,15.272753197407289,8.199776998211181,4.379628514210551e-16,1.186064841548647e-15,5.968823031489708e-16,0.0,1.0,HongHu,4
block2_spe,2,spe,shared,16,16,16,0.9541009124896327,14.904543758739022,7.974294225082567,1.6400057563539704e-16,4.656815869689817e-16,2.7099895540949253e-16,0.0,1.0,HongHu,4
block0_spa,0,spa,shared,64,16,16,0.8764304118063914,12.140627514668212,6.49571889739115,7.420110848100516e-16,1.4631507615681868e-15,1.0002103643307104e-15,0.0,1.0,HongHu,5
block0_spe,0,spe,shared,16,16,16,1.025559787608535,14.287655792182521,7.765447455718903,1.5701086387045936e-16,4.391035529281638e-16,2.0792311507847997e-16,0.0,1.0,HongHu,5
block1_spa,1,spa,shared,64,16,16,0.8319207415419404,13.145899516672566,7.170488833721253,7.568709114889637e-16,1.6121346018833299e-15,8.716604804828301e-16,0.0,1.0,HongHu,5
block1_spe,1,spe,shared,16,16,16,1.0133864447153278,17.147128589976475,8.748055949389219,2.2673595473439694e-16,4.773590131473546e-16,3.00347523068128e-16,0.0,1.0,HongHu,5
block2_spa,2,spa,shared,64,16,16,0.8832809845986536,16.00469288762487,8.108615303309115,9.284210135666488e-16,1.557680775237268e-15,9.66604616829296e-16,0.0,1.0,HongHu,5
block2_spe,2,spe,shared,16,16,16,0.7539353335243352,16.989768711932033,8.136241514710088,2.0559409262197915e-16,3.7752332939919383e-16,2.438352943139384e-16,0.0,1.0,HongHu,5
block0_spa,0,spa,shared,64,16,16,0.8477555125281843,14.708128035398436,7.043719194414277,6.71618919948684e-16,1.4405631211357918e-15,6.649568121520957e-16,0.0,1.0,HongHu,6
block0_spe,0,spe,shared,16,16,16,0.912702225781825,15.921773247837404,7.991063080770904,1.949362342087874e-16,4.1148183467735633e-16,2.317502319955405e-16,0.0,1.0,HongHu,6
block1_spa,1,spa,shared,64,16,16,0.9134213948423289,14.04064823006331,7.149437192031833,5.98933070930785e-16,1.2872823415111008e-15,7.071093778725949e-16,0.0,1.0,HongHu,6
block1_spe,1,spe,shared,16,16,16,0.8607988835815971,15.441057439980598,8.23673235737294,1.7813995148214843e-16,3.869276711904273e-16,2.0490616660356007e-16,0.0,1.0,HongHu,6
block2_spa,2,spa,shared,64,16,16,0.9024330021832976,14.265650104698308,8.010915916900167,8.493261322151744e-16,1.6454659178819927e-15,9.352568527532864e-16,0.0,1.0,HongHu,6
block2_spe,2,spe,shared,16,16,16,1.0837235912789966,14.846468306437957,8.02010273400434,1.5111302329056716e-16,3.7324560502669506e-16,2.0662572916147692e-16,0.0,1.0,HongHu,6
block0_spa,0,spa,shared,64,16,16,0.8367445478931907,13.558193523104682,7.2240800904845575,6.976632735803353e-16,1.540028050773279e-15,9.334906331273892e-16,0.0,1.0,HongHu,7
block0_spe,0,spe,shared,16,16,16,1.0126414325391835,16.518914595145606,8.314635619608246,1.5654933221844526e-16,4.351576001546625e-16,1.8187245645461416e-16,0.0,1.0,HongHu,7
block1_spa,1,spa,shared,64,16,16,0.9467571142249566,14.814302787573684,7.549935110340202,7.580942912966841e-16,1.3930772266293822e-15,9.442415854660833e-16,0.0,1.0,HongHu,7
block1_spe,1,spe,shared,16,16,16,0.9581760257748182,15.20375018289122,8.083307991605418,2.368164932714489e-16,3.5051026582885823e-16,2.7567347557931595e-16,0.0,1.0,HongHu,7
block2_spa,2,spa,shared,64,16,16,1.0166012845783028,16.49769229940147,8.227688072108322,6.597219949006998e-16,1.5749363210968878e-15,6.343557042877031e-16,0.0,1.0,HongHu,7
block2_spe,2,spe,shared,16,16,16,0.9299469701855893,17.08163031334994,8.587216213062305,2.443765150578136e-16,3.902427466207702e-16,2.6476686857667556e-16,0.0,1.0,HongHu,7
block0_spa,0,spa,shared,64,16,16,0.8721763041056072,13.82608619455346,7.2527697488406115,6.98624138151249e-16,1.7029650393868392e-15,8.840962451180524e-16,0.0,1.0,HongHu,8
block0_spe,0,spe,shared,16,16,16,0.9779562051258965,16.04904440474447,8.310621801816637,2.3357832480973705e-16,4.540992812586053e-16,2.7461289119302024e-16,0.0,1.0,HongHu,8
block1_spa,1,spa,shared,64,16,16,0.8784897376933474,13.781672820307845,7.60888251186608,8.935457182525026e-16,1.6855614536073302e-15,1.17604494105863e-15,0.0,1.0,HongHu,8
block1_spe,1,spe,shared,16,16,16,0.9364465726835309,16.33511101422078,8.459201021156467,1.8543422607150968e-16,3.4911287625120823e-16,2.2302638367078945e-16,0.0,1.0,HongHu,8
block2_spa,2,spa,shared,64,16,16,0.9450810187671996,13.644676392922488,7.340480283254858,7.901660143780006e-16,1.5637557412180316e-15,1.0942853791618009e-15,0.0,1.0,HongHu,8
block2_spe,2,spe,shared,16,16,16,0.9077258695667916,16.05794322852261,8.420071011757717,2.009156869036044e-16,3.8663030850566525e-16,2.5350767030493e-16,0.0,1.0,HongHu,8
block0_spa,0,spa,shared,64,16,16,0.9231647961989916,13.187795525820986,6.786870278705819,8.040917091999344e-16,1.666348371180646e-15,7.282724841767324e-16,0.0,1.0,HongHu,9
block0_spe,0,spe,shared,16,16,16,0.8992043663519889,16.63112928566341,8.273809852934978,1.5291784047868772e-16,4.938690540969042e-16,1.9242614099039804e-16,0.0,1.0,HongHu,9
block1_spa,1,spa,shared,64,16,16,0.9174663244868265,14.915766444894848,7.54395818224822,9.083246254580478e-16,1.581485057113586e-15,1.164742396044487e-15,0.0,1.0,HongHu,9
block1_spe,1,spe,shared,16,16,16,0.9539168493463558,15.115852363768475,8.057970340677114,1.4763085241969262e-16,3.8826543885615e-16,2.1616010363049334e-16,0.0,1.0,HongHu,9
block2_spa,2,spa,shared,64,16,16,0.9449981979017926,17.99136825135332,8.126339744527769,7.72709086618548e-16,1.7772090850733e-15,9.862477153976459e-16,0.0,1.0,HongHu,9
block2_spe,2,spe,shared,16,16,16,0.9063477411944546,16.38262392301627,8.685263436213983,1.8539398428907437e-16,4.3788638283472134e-16,2.5151122253129036e-16,0.0,1.0,HongHu,9
block0_spa,0,spa,per_channel,64,16,1024,0.6595224531900072,17.644683548612573,8.110545035637996,0.11524874069166396,0.13439644799452424,0.10646295736967476,0.05854336817523177,0.9943888356408874,HongHu,0
block0_spe,0,spe,per_channel,16,16,256,0.8949181776812787,19.57990908803253,8.500022262452813,0.07504714293987096,0.11430627309189087,0.07617067786170803,0.037584331394466604,0.9958256371403298,HongHu,0
block1_spa,1,spa,per_channel,64,16,1024,0.6320008123537021,21.38854465267463,8.427567682666998,0.11979377084948278,0.1547709692693167,0.12025254444805747,0.061212004920269465,0.9889799288848269,HongHu,0
block1_spe,1,spe,per_channel,16,16,256,0.9278791252084245,18.75997742900701,8.525741979556129,0.07460812981653026,0.135851080201571,0.07585029179713228,0.03791830860517815,0.995047868238275,HongHu,0
block2_spa,2,spa,per_channel,64,16,1024,0.720994248528257,24.743170202320815,8.701041057198967,0.12992939953239613,0.1597373549623403,0.1337003662697569,0.062023567846826055,0.9874014289971882,HongHu,0
block2_spe,2,spe,per_channel,16,16,256,0.873090354470705,17.046308760448316,8.472953640942112,0.07087367039951036,0.10125319654034484,0.07095196384086593,0.0351065993408405,0.9952418147201225,HongHu,0
block0_spa,0,spa,per_channel,64,16,1024,0.6787183674811051,17.76409252195891,7.947582234938462,0.11551551689165886,0.1262342102680874,0.1133046271795946,0.06233229239942427,0.9984005685314499,HongHu,1
block0_spe,0,spe,per_channel,16,16,256,0.9607296867986088,17.987679679767623,8.482924659751214,0.0593310324773983,0.09889258878117047,0.07178824952117832,0.02998154763745275,0.9955245953798156,HongHu,1
block1_spa,1,spa,per_channel,64,16,1024,0.6812223515316888,21.11841959103268,8.4093299802405,0.11975797421333682,0.1653009293526064,0.12081650771942352,0.0605414058274826,0.9895366703796254,HongHu,1
block1_spe,1,spe,per_channel,16,16,256,0.8321633656881607,19.215304544692675,8.433327814674422,0.09059144358335439,0.16569217066929323,0.09728761809905985,0.047401669999380586,0.992254899432302,HongHu,1
block2_spa,2,spa,per_channel,64,16,1024,0.7524798263206404,24.744550660995127,8.686503278666999,0.10945350302147813,0.1511492833755771,0.11959898783035632,0.053149505908449954,0.991908350053983,HongHu,1
block2_spe,2,spe,per_channel,16,16,256,0.9205448438632394,17.798384837227115,8.50811145993738,0.057410345212598635,0.09855007349288084,0.06699901224522836,0.028913315258211385,0.9962686727047965,HongHu,1
block0_spa,0,spa,per_channel,64,16,1024,0.6348840149639682,18.610449440109985,8.083205685259625,0.11131200038404396,0.14372971293673104,0.1040277653287093,0.05750353660940264,0.9940124629177426,HongHu,2
block0_spe,0,spe,per_channel,16,16,256,0.9480048271511439,17.669757169119197,8.519328544315389,0.043252255454773056,0.054190435992502256,0.04498376388351116,0.021237944301789425,0.9983387834384069,HongHu,2
block1_spa,1,spa,per_channel,64,16,1024,0.6201566119464718,20.233168547229464,8.309612705049851,0.10840758720029342,0.13525680530500547,0.10024867784799178,0.05533034339453029,0.9920391808516781,HongHu,2
block1_spe,1,spe,per_channel,16,16,256,0.9096350576570014,17.55214145065036,8.373565620130297,0.05763707142736807,0.08076264639232494,0.06109131990367946,0.028639756625146322,0.9980797260702199,HongHu,2
block2_spa,2,spa,per_channel,64,16,1024,0.794547297576899,22.72872561333389,8.50633592962539,0.09803068180641387,0.13908688972597533,0.10774025300955875,0.04814654597831127,0.9909705675615594,HongHu,2
block2_spe,2,spe,per_channel,16,16,256,0.8450314715700348,18.41599263221604,8.50540622686645,0.06932569228956678,0.1005322370469523,0.06660673426323663,0.03386874467492522,0.9961759382792725,HongHu,2
block0_spa,0,spa,per_channel,64,16,1024,0.5565966918535674,21.560409016999532,8.299662826690684,0.13317861625831945,0.1566973645895552,0.12378427624146668,0.06870810797914138,0.9868951530869954,HongHu,3
block0_spe,0,spe,per_channel,16,16,256,0.919607312914295,18.92869592149052,8.484848625508777,0.05213249933517098,0.0826937063744669,0.0602478328035613,0.02641545922250783,0.996521664035953,HongHu,3
block1_spa,1,spa,per_channel,64,16,1024,0.630552736819779,27.75933441131385,8.262915091435854,0.11952987967170943,0.1490701629025624,0.11773239442504936,0.061794335550837416,0.9882885815957928,HongHu,3
block1_spe,1,spe,per_channel,16,16,256,0.8595116283482338,19.390605094821865,8.519989512175865,0.06399411226813795,0.08982674902189552,0.06242694492462951,0.031076345582000914,0.996579129058076,HongHu,3
block2_spa,2,spa,per_channel,64,16,1024,0.6922809559337804,24.229035713726738,8.458680113990432,0.1180751995041861,0.14407390160732603,0.11702149283990186,0.05847527680900245,0.9884614063002861,HongHu,3
block2_spe,2,spe,per_channel,16,16,256,0.9109185341863071,19.395529300710294,8.613810170082296,0.1044149694111016,0.1857209358131595,0.09803629658427551,0.051252795663033555,0.9921076599268666,HongHu,3
block0_spa,0,spa,per_channel,64,16,1024,0.629588021056914,17.240658985794056,7.972718360704629,0.10947484959115363,0.12794602628726182,0.10182704166133097,0.05755514648270388,0.9989190268535963,HongHu,4
block0_spe,0,spe,per_channel,16,16,256,0.9532467411408775,17.10711921448019,8.49529479006043,0.03780445813728859,0.0570344720772947,0.03826947079376725,0.018737687591669813,0.9987618394067395,HongHu,4
block1_spa,1,spa,per_channel,64,16,1024,0.6701696513726126,21.734110366016974,8.289679151331892,0.10745515088644217,0.13072920768706303,0.10397835618552231,0.05427052401980256,0.9915852544023873,HongHu,4
block1_spe,1,spe,per_channel,16,16,256,0.8510296298943435,17.30349523561004,8.468931581755648,0.07499623186839584,0.13751645312558555,0.08558887989437342,0.04054930374087244,0.9954647523524754,HongHu,4
block2_spa,2,spa,per_channel,64,16,1024,0.5745571508473644,20.101614450330928,8.428560597273975,0.11059026081366147,0.15525780352323026,0.11943606899119666,0.056590431763634104,0.989848764428246,HongHu,4
block2_spe,2,spe,per_channel,16,16,256,0.9704984240820729,17.527017431203266,8.494019148418568,0.05866478981602462,0.07939677950059053,0.06058835903204865,0.029227323508833697,0.9969580324445757,HongHu,4
block0_spa,0,spa,per_channel,64,16,1024,0.6916204211102147,19.97109187935307,8.005934748346418,0.11853894008205375,0.1458392510495674,0.1151842524151528,0.062330676777647406,0.997579557383515,HongHu,5
block0_spe,0,spe,per_channel,16,16,256,0.9252244373693893,18.160940420819465,8.443962377255236,0.07638475330601384,0.12151110137358603,0.09597704351755175,0.04052032801712253,0.9950668687584043,HongHu,5
block1_spa,1,spa,per_channel,64,16,1024,0.575988061001973,26.397131480459294,8.299724290087923,0.14419255922380078,0.17415836968090595,0.151123370705741,0.07472987204906505,0.9796770514571755,HongHu,5
block1_spe,1,spe,per_channel,16,16,256,0.9240408573960711,19.068397415732765,8.505110324437743,0.0766071142788636,0.11009502458042053,0.08292103482525687,0.039613071736732515,0.9940849399637777,HongHu,5
block2_spa,2,spa,per_channel,64,16,1024,0.6886524288884948,22.48810639169928,8.584006178416436,0.0976865648987254,0.1323011761134506,0.10048116173697348,0.04805150403569327,0.9921951682168878,HongHu,5
block2_spe,2,spe,per_channel,16,16,256,0.748645893328211,19.976677875696833,8.517766422447414,0.08814616300896796,0.12064279233982753,0.09380870125095979,0.04390554665445213,0.9924891417641921,HongHu,5
block0_spa,0,spa,per_channel,64,16,1024,0.6718147941520007,18.91945113954508,8.238838399818134,0.09115064809280429,0.11136325132217469,0.08571503885342793,0.04514337050187501,0.9945911299658197,HongHu,6
block0_spe,0,spe,per_channel,16,16,256,0.8819719964252438,17.611480946086942,8.344255434270629,0.054361731285078416,0.08982310216802283,0.06645133766256073,0.028478226495236184,0.9979509366037675,HongHu,6
