dataset,seed,batch_size,model_kind,backend,scope,clock,median_ms_per_scene,amortized_ms_per_tile,tiles_per_second,p95_ms_per_scene,checkpoint_sha256
UP,0,32,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,71.96006393432616,0.08386953838499552,11923.280123584209,75.99457473754883,0ef0103571b277ff39e7b032e9ac4c67ce991ba67bfed642235a61a1329cfaa8
UP,0,64,fp32,mamba_ssm_optimized,model_only,wall_clock,36.59332150709815,0.042649558866081766,23446.90136514583,60.83524315909017,0ef0103571b277ff39e7b032e9ac4c67ce991ba67bfed642235a61a1329cfaa8
UP,0,64,fp32,mamba_ssm_optimized,model_only,cuda_events,36.437503814697266,0.04246795316398283,23547.16734613201,58.553907585144046,0ef0103571b277ff39e7b032e9ac4c67ce991ba67bfed642235a61a1329cfaa8
UP,0,64,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,46.87605600338429,0.054634097906042296,18303.587655455813,69.25835445290431,0ef0103571b277ff39e7b032e9ac4c67ce991ba67bfed642235a61a1329cfaa8
UP,0,64,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,46.76608085632324,0.054505921743966484,18346.630384444325,66.99412117004394,0ef0103571b277ff39e7b032e9ac4c67ce991ba67bfed642235a61a1329cfaa8
HanChuan,0,1,fp32,mamba_ssm_optimized,model_only,wall_clock,3151.6073204984423,2.15420869480413,464.2075776650434,3405.8540885889674,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,1,fp32,mamba_ssm_optimized,model_only,cuda_events,3150.8848876953125,2.153714892477999,464.3140108714345,3405.824060058594,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,1,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,3333.038493525237,2.278221800085603,438.938824991678,5272.527330712182,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,1,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,3332.3652343749995,2.277761609278879,439.02750662155205,5272.424462890625,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,2,fp32,mamba_ssm_optimized,model_only,wall_clock,1631.8043500068597,1.1153823308317565,896.5535604766894,1635.530120585463,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,2,fp32,mamba_ssm_optimized,model_only,cuda_events,1631.4306640625,1.1151269063995215,896.7589197795982,1635.4210815429688,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,2,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,1673.2551270106342,1.1437150560564826,874.3436529094837,1691.9936903810594,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,2,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,1672.532958984375,1.1432214347124914,874.7211779242837,1691.9064514160157,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,4,fp32,mamba_ssm_optimized,model_only,wall_clock,853.4780774789397,0.5833753092815719,1714.1623652730564,890.6251233507646,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,4,fp32,mamba_ssm_optimized,model_only,cuda_events,853.2879333496094,0.5832453406354131,1714.544344084354,890.3991546630859,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,4,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,877.0507560111582,0.5994878715045511,1668.090461096857,907.3400311492151,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,4,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,876.853271484375,0.5993528854985475,1668.4661477323002,907.158657836914,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,8,fp32,mamba_ssm_optimized,model_only,wall_clock,395.62364149605855,0.27041944053045697,3697.9589856350262,407.82046866661403,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,8,fp32,mamba_ssm_optimized,model_only,cuda_events,394.98597717285156,0.26998357974904413,3703.928960900225,407.70442047119144,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
