experiment,source,sha256,bytes,dataset,seed,eval_batch_size,model_config_slug,test_OA,qat_test_OA
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk1_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state16/run_seed1/result.json,fe015af529001f2b5c9a31843bccb3446e2fbb1e852aae8d2b2a7d682e875dfa,18013,HanChuan,1,,,0.9137547628646111,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk1_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state16/run_seed2/result.json,2f011421cce39ea2e17ef3f7e53548887ed37d6723b08e4af0646910ebd5862d,17827,HanChuan,2,,,0.8776545248839357,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk1_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state16/run_seed3/result.json,507a60e5a8c9a44e052c2cbf1b5df7be3b0bdff55312cf9e83466f820aaefbc9,18198,HanChuan,3,,,0.8447273625759132,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk1_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state16/run_seed4/result.json,f788d42801c988fd3031784bd60c0fe5c4161ee1efac89080a9e432775ed7c5c,18170,HanChuan,4,,,0.9039754476767624,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk1_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state16/run_seed5/result.json,bb6bfbbda9ed510d541f5d3228da73f98ccbe6871a9fc3a907fe1d47472da6ae,18186,HanChuan,5,,,0.9105296695579802,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk1_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state16/run_seed6/result.json,a49e67834724b7aac91c95dae511c651af70c371cbe5788c4258e134f8bea16f,18023,HanChuan,6,,,0.8735321273911856,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk1_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state16/run_seed7/result.json,fb58c5cc2c3495010ab7d9002f90517a89b0aafed5bd5d9407f5ae2d6a92a375,18196,HanChuan,7,,,0.8674980818497471,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk1_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state16/run_seed8/result.json,f13ec0fd118aa468feb373839a8853d74413d1f797ffdb79352d31743cdd82a7,18021,HanChuan,8,,,0.9028050509122593,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk1_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state16/run_seed9/result.json,2ca5a7119613d7278a1cff3065ddaedf0dc6f3868c50aa192a0c146db7cac264,18188,HanChuan,9,,,0.8800733448639089,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head128_tok4_state16/run_seed0/result.json,51b1126d17e20957780984f1019e4ed199aa9b784f93b51cb27ae3fe57af8f68,17833,HanChuan,0,,,0.8976683095569398,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head128_tok4_state16/run_seed1/result.json,66d37dd998cfa0268d5452a8403cb3a48b326b724634ecb2624ee488e80580b5,18030,HanChuan,1,,,0.8995799576056283,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head128_tok4_state16/run_seed2/result.json,ea69615b991ba4d9a5ce9e86e4441f2649e6604b0ec48ca79ebed696f34667e2,18009,HanChuan,2,,,0.9129614939464479,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head128_tok4_state16/run_seed3/result.json,e26e052a0111daecb1216a5693c6baabf3d8dbaedfdd7b3810455d7f3fdc09f2,18155,HanChuan,3,,,0.9099054579502451,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head128_tok4_state16/run_seed4/result.json,d475b0324dc6a2fe5332304848446e70a614e9fcb62bb7238192608c263c4d03,18187,HanChuan,4,,,0.9024539318829083,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head128_tok4_state16/run_seed5/result.json,40c46fb239b29fd6d3d9558a9444a0a560e8a479677488358c7fcfe21e55ba30,17836,HanChuan,5,,,0.8791890450862843,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head128_tok4_state16/run_seed6/result.json,cac6b5e52393dab1b6b096ae017cb2701043828ccc5870607dde1c4e708d362c,18018,HanChuan,6,,,0.8977203271909178,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head128_tok4_state16/run_seed7/result.json,943d79fe4ebad03b26b231637b76d658016743bf51697a0f9d1191b6c3c25670,18010,HanChuan,7,,,0.8747025241556888,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head128_tok4_state16/run_seed8/result.json,9407c050d07e322ba5a659e08674784504dfd002a7e364a1128fbd209d51d2d3,17640,HanChuan,8,,,0.8854441655721289,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head128_tok4_state16/run_seed9/result.json,8b067cc4645df508cb67bd6c00ca43df6a200a64cdd74b68ebca1c8c86069ca6,18034,HanChuan,9,,,0.886393487392226,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head32_tok4_state16/run_seed0/result.json,d19ae166a482898d81c9bd711b35a68fea3c330436dd033843509777d0f55a0c,17979,HanChuan,0,,,0.9015176144713057,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head32_tok4_state16/run_seed1/result.json,bdb81f58ed4d678a9829a24d1610ba31e02230eb933eda69432be693634d7e80,18027,HanChuan,1,,,0.8735061185741967,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head32_tok4_state16/run_seed2/result.json,dbd9e7e8f9d77081b1413617948404110a12a4d6be1310acb8cfa388ea28b6c1,18006,HanChuan,2,,,0.9096063565548721,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head32_tok4_state16/run_seed3/result.json,c24a8cf57218176177cb1e461d2809803f408cbb403c3bf341cae5818b38d78d,18201,HanChuan,3,,,0.9013355527523831,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head32_tok4_state16/run_seed4/result.json,30f31473caba939bd88631f2b6d0870849251232e6650561b1b0c7c6f1275dd6,18363,HanChuan,4,,,0.8755738195248189,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head32_tok4_state16/run_seed5/result.json,3d65d8274f092df8554fa21537d57eea724ab5d328e565829e1dba528b6c5344,18185,HanChuan,5,,,0.8955225821553506,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head32_tok4_state16/run_seed6/result.json,00c45eb353c394e025708f642a33cc1c3807b6d28ec6ea00d509e3514b1d6a48,18186,HanChuan,6,,,0.9035463021964446,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head32_tok4_state16/run_seed7/result.json,c1e1ed224288ccfdb04be293aefbf6273c358102d5bd73440e56a450ba0eff79,17997,HanChuan,7,,,0.8978503712758625,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head32_tok4_state16/run_seed8/result.json,2dccc03317180c14f9e3e38d9de98ac188a79d40123c449e78c6026a8dd34b97,18014,HanChuan,8,,,0.8982014903052135,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head32_tok4_state16/run_seed9/result.json,6b4a00df2d69c90a18fc3bcb1478aaee9cba8029d2ca98e7a114df2a65b3aabf,18371,HanChuan,9,,,0.8701509811826209,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok2_state16/run_seed0/result.json,19685c1e1c59481551b3a175e657962ddb6916e8700ebdcecb4d742a06f481de,18031,HanChuan,0,,,0.9001521515793854,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok2_state16/run_seed1/result.json,5431d3b49cc86a46a7a64f781f888bef3857a1ebf3f3b8b5f059024d4061d763,17821,HanChuan,1,,,0.9034552713369832,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok2_state16/run_seed2/result.json,780757576e272fb0be3ee8927318c54aa272f1bf219bc5f05c8b0c3e776d9875,18177,HanChuan,2,,,0.9076166820552167,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok2_state16/run_seed3/result.json,6f233b90985d9e9e6ab38b3bc29f8711df6c275ce9724e0de1f76ce2002494e1,17477,HanChuan,3,,,0.8497600686632768,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok2_state16/run_seed4/result.json,9bdc3f383b2c97b5c8d1bb13469a6a0948ffe66278ba90ac005b4cd94cc92432,18019,HanChuan,4,,,0.9006983367361535,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok2_state16/run_seed5/result.json,d4de2882f3a009753fd1651144d757f98b2c87e1515fa837745523ee71191feb,18011,HanChuan,5,,,0.9217134608632326,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok2_state16/run_seed6/result.json,49323a3d1565f788a61af0ee90a438ca2c3de728d3f3e1e543a41c7370723d73,18203,HanChuan,6,,,0.8806845520631494,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok2_state16/run_seed7/result.json,066a08462b96b5bbc1ecdb14f806b6a15c3d3183c9ca57fa9da10270b186f3a2,18187,HanChuan,7,,,0.8987216666449926,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok2_state16/run_seed8/result.json,99cc5b04be2e182c8c180a889d1af0338ae1b80b23fa396a20bd6e63c3c86280,18322,HanChuan,8,,,0.9084619686073578,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok2_state16/run_seed9/result.json,8b3e9ea535d1a2ac2c24ec2a7bab03b743661c09303b884277b1b4a521961970,18157,HanChuan,9,,,0.895912714410185,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state16/run_seed0/result.json,6210e8382cfc61fde304fe9839849be46594660ba66ee7e9d4ad70e30db8d54c,18180,HanChuan,0,,,0.9072655630258658,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state16/run_seed1/result.json,b65b12fbcb909a1d14159c7f229bdf5bf495805952f2ec64d6cfebe3e4cb5b65,18010,HanChuan,1,,,0.9064462852907136,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state16/run_seed2/result.json,0072d58c34744fc3248535f1d8ade9a019b3b933764b492191fdfb3f3fe13667,17833,HanChuan,2,,,0.9108157665448587,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state16/run_seed3/result.json,7919e0cf8ef96c000c444c2fd0041921af3401474acf12722c970ac82b1015d7,17641,HanChuan,3,,,0.9096973874143335,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state16/run_seed4/result.json,973fd06ec215440b46057978d99f64b2f8d078505246b03f32305d515d61c68d,18031,HanChuan,4,,,0.8919073565938853,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state16/run_seed5/result.json,c5ed7876a90d0370e58c806986fa0554afef750d2d085e9ee721b7f5182ea8c0,18004,HanChuan,5,,,0.9053539149771772,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state16/run_seed6/result.json,0850936e53448b9b1a64d90939557dbad24956798b635b5224956bc52126e23c,18003,HanChuan,6,,,0.8716464881594861,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state16/run_seed7/result.json,e770b784bd692922a096a80e1bdfbcec383bf698d3c40a8c8316d4d1e9136c2d,18185,HanChuan,7,,,0.8943131721653641,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state16/run_seed8/result.json,a746a4fc7cd00c619e5f371914a1ac4df637a920cedf412d3801a175ea63dee3,17988,HanChuan,8,,,0.8964458951584587,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state16/run_seed9/result.json,f33fee004edb109b05a46fc1261bbf320d57b0a17f3f44ca3d79fcdd346f7331,18142,HanChuan,9,,,0.8822060678570035,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state32/run_seed0/result.json,5835875d466932d74fdfe2524cab745f38f6b5aa9822babfd53c9c2aad9f7aeb,18169,HanChuan,0,,,0.914756102318686,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state32/run_seed1/result.json,9ffa8b717136d717f2bfa3384e2657372b37d5ee40a4185b1d33517708f13f82,18026,HanChuan,1,,,0.9008023720041094,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state32/run_seed2/result.json,bd935349ad3f86a790e8ad150e1ae53f28bddbb3140e54fbd368a7b0d3b4f69d,17995,HanChuan,2,,,0.8799172919619751,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state32/run_seed3/result.json,d36cdb5d566c1b4bbf7f6906c10f267126a66a3c270d183de160298dc7dc348a,17998,HanChuan,3,,,0.888318139849409,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state32/run_seed4/result.json,d0b909016566f906f707a33c188b9f7c44e27e89cbe9abc08cd770869dbc1738,18183,HanChuan,4,,,0.8971221244001717,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state32/run_seed5/result.json,27c75bd1233bde9de5e29ee0084627b2595fa9985e3f2f53825ddcc622244a7f,18174,HanChuan,5,,,0.8997490149160565,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state32/run_seed6/result.json,c005288e56ecb770bc8ffc4632906a69a5b08f51acdbfbbf8cd834e15237d372,17820,HanChuan,6,,,0.8816468782917409,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state32/run_seed7/result.json,4e05b1897a8a17e93d12cafbe9425f463fbce9fb2ba71088e984bf8bf4bb918b,18009,HanChuan,7,,,0.9143659700638517,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state32/run_seed8/result.json,499799d4122a1915de4f0e02772b9e45969b8eef6cbedecc3098c16ee9e2f787,17825,HanChuan,8,,,0.9050808223987932,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state32/run_seed9/result.json,a4eb301421218ae519778f0d71efd4b4de6445fb9064eb76a15e6ff5e7ce361f,18160,HanChuan,9,,,0.8817379091512022,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state8/run_seed0/result.json,1d9053ef772145139e4fbd7dcd0e3b9564e4d77d4d74ef2b174438bc619a08d7,18000,HanChuan,0,,,0.896562934834909,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state8/run_seed1/result.json,a6f028630f1706a8ba794bfba2da1aea53c6d18cec74ec9bca0b5e88c9821b3c,17623,HanChuan,1,,,0.8684474036698441,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state8/run_seed2/result.json,85744297e8bcd4261d033ff6a4936c525dc5cb8c0e01f17e1a0e3f736dc4eec4,18173,HanChuan,2,,,0.8960167496781409,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state8/run_seed3/result.json,c163b33861125e77344d67620ebd85621f1c569cfd9a9110e2e729482c209aa7,17993,HanChuan,3,,,0.899137807716816,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state8/run_seed4/result.json,c8566b677e823401e55707a8b078f56538a401bf1d197f546a9df089506e931e,18189,HanChuan,4,,,0.8804634771187433,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state8/run_seed5/result.json,c980a792339011405a8a31111359819f6a1ff82b517d3cf3367968d4aa40522b,17673,HanChuan,5,,,0.9025059495168862,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state8/run_seed6/result.json,bb57ff5b60f155fadcaa9f35742a98ab431b0a77d8bc633afab50342d55d6420,17643,HanChuan,6,,,0.884416817301065,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state8/run_seed7/result.json,1b5aff5c4450934b421b391c40ae18a3732aabb12ad7213adb04d68cba7b841c,17981,HanChuan,7,,,0.8929477092734437,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state8/run_seed8/result.json,c6995b5994d906f790a291efe12d17ea8c4373895f5451662490c6af6f0cb1d0,17655,HanChuan,8,,,0.9109978282637814,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok4_state8/run_seed9/result.json,382627106d156b8a25fbda6ec0d5a269d637429a2f18a976a63706f81292bb17,17980,HanChuan,9,,,0.9016086453307671,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok8_state16/run_seed0/result.json,1d830ea38a7210510357d183b61d5aa70d41c19e786d9a3b955c3430fcd27857,17991,HanChuan,0,,,0.8777325513349026,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok8_state16/run_seed1/result.json,d73f0aba71390ba05d15a0e30652d9b4fd4a94a42f4bcf942ac606b0fef58dfe,18023,HanChuan,1,,,0.8989687504063878,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok8_state16/run_seed2/result.json,f917e4a76c0a09d2ed5f5a679bffb28a3ffe89e2a76d721030116d406b56628c,17817,HanChuan,2,,,0.9060301442188902,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok8_state16/run_seed3/result.json,363788a9b92c1775012b49bd050985aab70af991ecab5e028bce9c070421886e,17846,HanChuan,3,,,0.8830253455921557,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok8_state16/run_seed4/result.json,3e58ead6db406a263b21f6085aed8ef15fda902acc55f2e056a680d46c0b61e9,18351,HanChuan,4,,,0.9103996254730353,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok8_state16/run_seed5/result.json,25c5ab43225e1eb24bd993e9eb61399b0bb60e0cf3d1b9a433182bb74aa4f8cb,17824,HanChuan,5,,,0.8941051016294523,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok8_state16/run_seed6/result.json,7809a70b657ae60a78ee498ba4dc85526fc45c413a71f42f1359954a2a01ea34,18197,HanChuan,6,,,0.8857302625590076,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok8_state16/run_seed7/result.json,0bb432f6338bd82033fed9e8a6c24e46fc6ba02719d3d7b92c9486d1e204c3ae,18191,HanChuan,7,,,0.8964198863414697,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok8_state16/run_seed8/result.json,9e64f179d4e7f2786e33181c13e88431d993f9029681d20e49075e2594cea8e5,17993,HanChuan,8,,,0.908735061185742,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-relu_head64_tok8_state16/run_seed9/result.json,0bc4f9473a287ff43948770afc0ae4b22bf0ef2a6318348f663b0ceeb503e834,17856,HanChuan,9,,,0.852803100250985,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-silu_head64_tok4_state16/run_seed0/result.json,8c0fe7e66787e18e5611c264d63f916c6f5a3a075a7424a5d08b862dd8b68ac6,18011,HanChuan,0,,,0.8942481501228916,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-silu_head64_tok4_state16/run_seed1/result.json,7c797dfc7f5d0379c6c978941de21a67551c143e6c030b0fc95a9080eff1b183,18032,HanChuan,1,,,0.9010234469485155,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-silu_head64_tok4_state16/run_seed2/result.json,cdc73ce1b78ff184bb19e6a2e8b428a14df7fc28766adf2857ec3b85f21bbf64,18017,HanChuan,2,,,0.9088521008621923,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-silu_head64_tok4_state16/run_seed3/result.json,7d180660984d569fc269ce3b94781aa9691cb4cd44989cde04ce5069489957c2,18008,HanChuan,3,,,0.8909320259567993,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-silu_head64_tok4_state16/run_seed4/result.json,00ad2076855d449ba8f7c5f6f8a0fbbf9088f45e74ecfdcc1484b550d249899d,17976,HanChuan,4,,,0.8977333315994122,
architecture_19,HanChuan_all_samples_sqrt_inverse_clip3_2000_nobias/current_h32_br-both_fu-sum_sk2_z0_D0_A-shared_n-bn_a-silu_head64_tok4_state16/run_seed5/result.json,f6869f93f7e669668a5528e822d4823a69c22518c628a0733b47519d848b425e,18195,HanChuan,5,,,0.9044436063825637,
