monotonic_s,wall_time_s,power_w,temperature_c,sm_clock_mhz,memory_clock_mhz,gpu_util_percent,relative_s
845678.8652933785,1790128926.5236518,95.088,46,2520,10501,33,-0.0014391865115612745
845678.9657409214,1790128926.6241286,95.194,46,2520,10501,32,0.09900835645385087
845679.066516541,1790128926.7249517,95.194,46,2520,10501,32,0.1997839759569615
845679.1669181276,1790128926.8252714,95.194,46,2520,10501,32,0.3001855625770986
845679.267086967,1790128926.9254413,95.194,46,2520,10501,32,0.4003544020233676
845679.3672794569,1790128927.0256314,95.194,46,2520,10501,32,0.5005468919407576
845679.4674324745,1790128927.1257842,94.906,46,2520,10501,32,0.6006999094970524
845679.567570143,1790128927.2259233,94.906,46,2520,10501,32,0.7008375780424103
845679.6677143599,1790128927.3260646,94.906,46,2520,10501,32,0.800981794949621
845679.767843733,1790128927.4261956,94.906,46,2520,10501,32,0.9011111679719761
845679.8680053295,1790128927.526357,94.906,46,2520,10501,32,1.0012727645225823
845679.968132825,1790128927.6264813,95.094,46,2520,10501,33,1.101400259998627
845680.0682801765,1790128927.7266333,95.094,46,2520,10501,33,1.2015476115047932
845680.168419131,1790128927.8267725,95.094,46,2520,10501,33,1.301686565973796
845680.2685606279,1790128927.9269133,95.094,46,2520,10501,33,1.4018280629534274
845680.3687061139,1790128928.0270593,95.094,46,2520,10501,33,1.5019735489040613
845680.46896802,1790128928.1273193,94.604,46,2520,10501,33,1.6022354550659657
845680.5691186136,1790128928.2274706,94.604,46,2520,10501,33,1.7023860486224294
845680.6692668945,1790128928.3276215,94.604,46,2520,10501,33,1.8025343294721097
845680.769415815,1790128928.4277637,94.604,46,2520,10501,33,1.9026832500239834
845680.8695363544,1790128928.5278845,94.604,46,2520,10501,33,2.0028037894517183
845680.9696522956,1790128928.6280003,95.007,46,2520,10501,33,2.1029197305906564
845681.069805033,1790128928.728158,95.007,46,2520,10501,33,2.203072468051687
845681.1699629601,1790128928.8283143,95.007,46,2520,10501,33,2.3032303950749338
845681.2704151145,1790128928.9287956,95.007,46,2520,10501,33,2.403682549484074
845681.37071076,1790128929.0290635,95.007,46,2520,10501,33,2.503978195018135
845681.4711290145,1790128929.129481,94.463,46,2520,10501,33,2.60439644951839
845681.5712679266,1790128929.2296212,94.463,46,2520,10501,33,2.7045353616122156
845681.671415888,1790128929.3297641,94.463,46,2520,10501,33,2.804683323018253
845681.7715729445,1790128929.429921,94.463,46,2520,10501,33,2.904840379487723
845681.8717041016,1790128929.5300524,94.463,46,2520,10501,33,3.0049715365748852
845681.9718384361,1790128929.630191,95.164,46,2520,10501,32,3.1051058711018413
845682.0719789625,1790128929.7303317,95.164,46,2520,10501,32,3.2052463975269347
845682.1722147975,1790128929.8306043,95.164,46,2520,10501,32,3.305482232477516
845682.2724134366,1790128929.9307654,95.164,46,2520,10501,32,3.40568087156862
845682.3725914155,1790128930.0309489,95.164,46,2520,10501,32,3.505858850548975
845682.4727571105,1790128930.1311104,94.824,46,2520,10501,32,3.6060245455009863
845682.5728989635,1790128930.231248,94.824,46,2520,10501,32,3.706166398478672
845682.6730429891,1790128930.3313918,94.824,46,2520,10501,32,3.806310424115509
845682.7731955419,1790128930.4315445,94.824,46,2520,10501,32,3.906462976941839
845682.8733309936,1790128930.531683,94.824,46,2520,10501,32,4.006598428590223
845682.973593578,1790128930.6319737,95.315,46,2520,10501,31,4.1068610129877925
845683.0741829245,1790128930.7325592,95.315,46,2520,10501,31,4.2074503594776616
845683.1744596199,1790128930.8328116,95.315,46,2520,10501,31,4.3077270549256355
845683.274834522,1790128930.933203,95.315,46,2520,10501,31,4.408101957058534
845683.375055423,1790128931.0334065,95.315,46,2520,10501,31,4.508322858018801
845683.4752006109,1790128931.1335506,95.413,46,2520,10501,31,4.608468045946211
845683.575344279,1790128931.2336922,95.413,46,2520,10501,31,4.708611713955179
845683.6754807786,1790128931.3338292,95.413,46,2520,10501,31,4.80874821357429
845683.775674534,1790128931.434048,95.413,46,2520,10501,31,4.908941969042644
845683.8758909779,1790128931.5342464,95.413,46,2520,10501,31,5.009158412925899
845683.9760784135,1790128931.6344311,95.683,46,2520,10501,31,5.109345848555677
845684.076243316,1790128931.7346005,95.683,46,2520,10501,31,5.209510751068592
845684.176484656,1790128931.8348403,95.683,46,2520,10501,31,5.309752091066912
845684.276685664,1790128931.9350386,95.683,46,2520,10501,31,5.409953098976985
845684.3768698815,1790128932.0352256,95.683,46,2520,10501,31,5.510137316538021
845684.4770254111,1790128932.1353748,95.85,46,2520,10501,31,5.61029284610413
845684.5771551186,1790128932.2355042,95.85,46,2520,10501,31,5.710422553587705
845684.677288313,1790128932.3356357,95.85,46,2520,10501,31,5.810555748059414
845684.7775526771,1790128932.4359257,95.85,46,2520,10501,31,5.910820112098008
