monotonic_s,wall_time_s,power_w,temperature_c,sm_clock_mhz,memory_clock_mhz,gpu_util_percent,relative_s
846009.346189139,1790129257.0045629,140.952,54,2700,10501,29,-0.0015521420864388347
846009.446763466,1790129257.1051414,144.166,54,2700,10501,29,0.0990221849642694
846009.546988911,1790129257.205343,144.166,54,2700,10501,29,0.19924762996379286
846009.647154344,1790129257.3055027,144.166,54,2700,10501,29,0.29941306298132986
846009.7473117949,1790129257.4056609,144.166,54,2700,10501,29,0.39957051386591047
846009.847662004,1790129257.5060449,144.166,54,2700,10501,29,0.4999207229120657
846009.94809291,1790129257.6065462,140.93,53,2700,10501,30,0.6003516289638355
846010.048597075,1790129257.7069497,140.93,53,2700,10501,30,0.7008557940134779
846010.1487440111,1790129257.8070989,140.93,53,2700,10501,30,0.8010027300333604
846010.248946259,1790129257.9072986,140.93,53,2700,10501,30,0.9012049779994413
846010.3491085435,1790129258.0074604,140.93,53,2700,10501,30,1.0013672624481842
846010.449234969,1790129258.107583,143.083,54,2700,10501,30,1.101493687951006
846010.5493956185,1790129258.207781,143.083,54,2700,10501,30,1.2016543374629691
846010.649857679,1790129258.308211,143.083,54,2700,10501,30,1.3021163980010897
846010.7500132255,1790129258.4083714,143.083,54,2700,10501,30,1.4022719444474205
846010.850146053,1790129258.5084972,143.083,54,2700,10501,30,1.5024047719780356
846010.9502780479,1790129258.6086304,141.494,54,2700,10501,30,1.602536766906269
846011.050411504,1790129258.7087634,141.494,54,2700,10501,30,1.7026702229632065
846011.1505488604,1790129258.8088996,141.494,54,2700,10501,30,1.8028075793990865
846011.2507288705,1790129258.9090767,141.494,54,2700,10501,30,1.9029875894775614
846011.3508555121,1790129259.0092022,141.494,54,2700,10501,30,2.0031142310472205
846011.4509748085,1790129259.1093278,144.119,55,2700,10501,30,2.1032335275085643
846011.5511437061,1790129259.209494,144.119,55,2700,10501,30,2.203402425046079
846011.6512934645,1790129259.3096445,144.119,55,2700,10501,30,2.303552183439024
846011.7514276955,1790129259.4097793,144.119,55,2700,10501,30,2.4036864144727588
846011.8520925834,1790129259.5105455,144.119,55,2700,10501,30,2.5043513023993
846011.9527310135,1790129259.6110833,141.502,54,2700,10501,31,2.6049897324992344
846012.0528738915,1790129259.7112274,141.502,54,2700,10501,31,2.7051326105138287
846012.153064051,1790129259.8114123,141.502,54,2700,10501,31,2.805322769912891
846012.2532028665,1790129259.9115505,141.502,54,2700,10501,31,2.905461585498415
846012.3533420245,1790129260.0116901,141.502,54,2700,10501,31,3.0056007434614003
846012.4539518615,1790129260.1123757,143.9,55,2700,10501,31,3.1062105804448947
846012.5547173535,1790129260.2131217,143.9,55,2700,10501,31,3.2069760725134984
846012.655109929,1790129260.3134606,143.9,55,2700,10501,31,3.3073686480056494
846012.7552428751,1790129260.413601,143.9,55,2700,10501,31,3.407501594047062
846012.855384347,1790129260.51374,143.9,55,2700,10501,31,3.5076430659973994
846012.95576115,1790129260.614116,142.058,54,2700,10501,30,3.6080198689596727
846013.055935622,1790129260.7142875,142.058,54,2700,10501,30,3.7081943409284577
846013.1560826665,1790129260.814431,142.058,54,2700,10501,30,3.80834138544742
846013.2562075756,1790129260.9145553,142.058,54,2700,10501,30,3.90846629452426
846013.356396116,1790129261.01476,142.058,54,2700,10501,30,4.008654834935442
846013.456614114,1790129261.1149876,142.98,55,2700,10501,30,4.108872832963243
846013.5571864734,1790129261.215572,142.98,55,2700,10501,30,4.209445192362182
846013.6574619266,1790129261.315813,142.98,55,2700,10501,30,4.3097206455422565
846013.757609563,1790129261.41596,142.98,55,2700,10501,30,4.409868281916715
846013.857755892,1790129261.5161076,142.98,55,2700,10501,30,4.51001461094711
846013.9578911975,1790129261.6162424,141.456,54,2700,10501,31,4.610149916494265
846014.0580286591,1790129261.7163837,141.456,54,2700,10501,31,4.710287378053181
846014.1581711215,1790129261.816518,141.456,54,2700,10501,31,4.810429840465076
846014.258289193,1790129261.9166374,141.456,54,2700,10501,31,4.910547912004404
846014.3584380825,1790129262.016789,141.456,54,2700,10501,31,5.010696801473387
846014.45855935,1790129262.1169097,142.51,54,2700,10501,31,5.110818068962544
846014.559166454,1790129262.2175808,142.51,54,2700,10501,31,5.2114251729799435
846014.6597450755,1790129262.3181002,142.51,54,2700,10501,31,5.312003794475459
846014.759919408,1790129262.4182727,142.51,54,2700,10501,31,5.412178126978688
846014.8600719189,1790129262.5184236,142.51,54,2700,10501,31,5.512330637895502
846014.960216764,1790129262.6185706,141.741,54,2700,10501,31,5.612475482979789
846015.0603783395,1790129262.7187262,141.741,54,2700,10501,31,5.712637058459222
846015.1604989804,1790129262.818849,141.741,54,2700,10501,31,5.812757699401118
846015.2606229965,1790129262.9189706,141.741,54,2700,10501,31,5.912881715456024
846015.360755597,1790129263.0191073,141.741,54,2700,10501,31,6.013014315976761
846015.461494323,1790129263.1199737,142.319,54,2700,10501,31,6.113753041950986
846015.5619972285,1790129263.2203674,142.319,54,2700,10501,31,6.214255947503261
846015.6621578184,1790129263.3205113,142.319,54,2700,10501,31,6.31441653741058
846015.7622932185,1790129263.4206448,142.319,54,2700,10501,31,6.414551937486976
846015.8624636955,1790129263.5208154,142.319,54,2700,10501,31,6.514722414431162
846015.9626011511,1790129263.620953,143.098,54,2700,10501,34,6.614859870052896
846016.062754024,1790129263.721102,143.098,54,2700,10501,34,6.7150127430213615
846016.162873829,1790129263.8212216,143.098,54,2700,10501,34,6.815132547984831
846016.2630277686,1790129263.9213784,143.098,54,2700,10501,34,6.915286487550475
846016.3631834985,1790129264.0215435,143.098,54,2700,10501,34,7.015442217467353
846016.4633390675,1790129264.1216896,142.73,54,2700,10501,34,7.115597786498256
846016.563474717,1790129264.221825,142.73,54,2700,10501,34,7.215733435936272
846016.6636528305,1790129264.3220131,142.73,54,2700,10501,34,7.315911549492739
846016.7639016269,1790129264.422268,142.73,54,2700,10501,34,7.416160345892422
846016.86413991,1790129264.5224955,142.73,54,2700,10501,34,7.516398628940806
846016.964321547,1790129264.6226716,143.792,54,2700,10501,41,7.616580265923403
846017.064465737,1790129264.7228138,143.792,54,2700,10501,41,7.7167244559386745
846017.164615623,1790129264.8229616,143.792,54,2700,10501,41,7.816874341922812
846017.2647333359,1790129264.9230855,143.792,54,2700,10501,41,7.916992054902948
846017.3648605824,1790129265.0232124,143.792,54,2700,10501,41,8.01711930136662
846017.4650471834,1790129265.1234,141.738,54,2700,10501,41,8.117305902414955
846017.5652085659,1790129265.22356,141.738,54,2700,10501,41,8.217467284877785
846017.6653364066,1790129265.3236883,141.738,54,2700,10501,41,8.317595125525258
846017.765491354,1790129265.4238439,141.738,54,2700,10501,41,8.417750073014759
846017.8656292234,1790129265.5239754,141.738,54,2700,10501,41,8.517887942376547
846017.9657424885,1790129265.624092,144.477,55,2700,10501,42,8.618001207476482
846018.065867048,1790129265.7242148,144.477,55,2700,10501,42,8.71812576695811
846018.166011381,1790129265.824367,144.477,55,2700,10501,42,8.818270099931397
846018.2661543515,1790129265.924507,144.477,55,2700,10501,42,8.918413070496172
