monotonic_s,wall_time_s,power_w,temperature_c,sm_clock_mhz,memory_clock_mhz,gpu_util_percent,relative_s
846041.415284487,1790129289.0736437,80.219,51,2700,10501,0,-0.0003809740301221609
846041.5159137385,1790129289.174463,67.951,50,2520,10501,0,0.10024827753659338
846041.6164980305,1790129289.274869,67.951,50,2520,10501,0,0.20083256950601935
846041.7167281605,1790129289.3750846,67.951,50,2520,10501,0,0.3010626995237544
846041.816873298,1790129289.4752235,67.951,50,2520,10501,0,0.4012078370433301
846041.9170551385,1790129289.5754082,67.951,50,2520,10501,0,0.50138967751991
846042.0171855455,1790129289.6755328,67.951,50,2520,10501,0,0.6015200845431536
846042.1172885435,1790129289.7756352,67.951,50,2520,10501,0,0.7016230825101957
846042.217388601,1790129289.8757355,67.951,50,2520,10501,0,0.801723140059039
846042.3175796595,1790129289.9759536,67.951,50,2520,10501,0,0.9019141985336319
846042.417754476,1790129290.076106,67.951,50,2520,10501,0,1.002089014975354
846042.5178792696,1790129290.1762285,63.238,49,2520,10501,0,1.1022138085681945
846042.61800705,1790129290.276368,63.238,49,2520,10501,0,1.202341589028947
846042.7181419774,1790129290.3764942,63.238,49,2520,10501,0,1.3024765164591372
846042.8182681624,1790129290.476617,63.238,49,2520,10501,0,1.402602701447904
846042.918369925,1790129290.576716,63.238,49,2520,10501,0,1.502704464015551
846043.0184670385,1790129290.6768134,63.238,49,2520,10501,0,1.6028015775373206
846043.1185667654,1790129290.776913,63.238,49,2520,10501,0,1.70290130446665
846043.2186815435,1790129290.877033,63.238,49,2520,10501,0,1.8030160825001076
846043.318806116,1790129290.977156,63.238,49,2520,10501,0,1.9031406550202519
846043.418924686,1790129291.0772746,63.238,49,2520,10501,0,2.0032592250499874
846043.5191401525,1790129291.1775045,58.92,49,2520,10501,0,2.1034746915102005
846043.6192920229,1790129291.2776425,58.92,49,2520,10501,0,2.203626561909914
846043.7194203499,1790129291.3777738,58.92,49,2520,10501,0,2.3037548889406025
846043.8195648659,1790129291.4779167,58.92,49,2520,10501,0,2.403899404918775
846043.9196913595,1790129291.5780375,58.92,49,2520,10501,0,2.50402589852456
846044.01979092,1790129291.678137,58.913,49,2520,10501,0,2.604125458979979
846044.119900657,1790129291.7782502,58.913,49,2520,10501,0,2.704235195997171
846044.2200427521,1790129291.8783937,58.913,49,2520,10501,0,2.804377291118726
846044.3201787386,1790129291.9785328,58.913,49,2520,10501,0,2.904513277579099
846044.420317783,1790129292.0786684,58.913,49,2520,10501,0,3.0046523220371455
846044.520611704,1790129292.1790013,59.016,49,2520,10501,0,3.104946242994629
846044.620920477,1790129292.2792702,59.016,49,2520,10501,0,3.2052550159860402
846044.721045821,1790129292.379397,59.016,49,2520,10501,0,3.3053803599905223
846044.821168012,1790129292.4795146,59.016,49,2520,10501,0,3.405502551002428
846044.921265933,1790129292.5796123,59.016,49,2520,10501,0,3.5056004719808698
846045.0213665105,1790129292.6797132,59.016,49,2520,10501,0,3.6057010495569557
846045.121484871,1790129292.779837,59.016,49,2520,10501,0,3.705819410039112
846045.2216106826,1790129292.8799598,59.016,49,2520,10501,0,3.8059452215675265
846045.3217294854,1790129292.9800806,59.016,49,2520,10501,0,3.9060640244279057
846045.4218632639,1790129293.080212,59.016,49,2520,10501,0,4.006197802955285
846045.5222190064,1790129293.1805978,58.947,49,2520,10501,0,4.106553545454517
846045.622459435,1790129293.2808087,58.947,49,2520,10501,0,4.206793974037282
846045.7225593554,1790129293.3809054,58.947,49,2520,10501,0,4.306893894448876
846045.822655827,1790129293.4810016,58.947,49,2520,10501,0,4.4069903660565615
846045.922753367,1790129293.5810995,58.947,49,2520,10501,0,4.507087906007655
846046.023124513,1790129293.6814928,58.947,49,2520,10501,0,4.607459052000195
846046.123298179,1790129293.7816477,58.947,49,2520,10501,0,4.707632718025707
846046.2234557485,1790129293.8818266,58.947,49,2520,10501,0,4.8077902875375
846046.3236411635,1790129293.98199,58.947,49,2520,10501,0,4.907975702546537
846046.421539204,1790129294.079892,58.947,49,2520,10501,0,5.00587374297902
