monotonic_s,wall_time_s,power_w,temperature_c,sm_clock_mhz,memory_clock_mhz,gpu_util_percent,relative_s
845616.258117551,1790128863.916477,59.281,44,2520,10501,0,-0.001570811029523611
845616.359788361,1790128864.0181723,59.281,44,2520,10501,0,0.10009999899193645
845616.4600839845,1790128864.118441,56.527,43,2520,10501,0,0.20039562252350152
845616.5602654715,1790128864.2186193,56.527,43,2520,10501,0,0.3005771094467491
845616.6604048645,1790128864.3187518,56.527,43,2520,10501,0,0.4007165024522692
845616.7605054425,1790128864.4188519,56.527,43,2520,10501,0,0.5008170804940164
845616.86059958,1790128864.518946,56.527,43,2520,10501,0,0.6009112179744989
845616.9607159225,1790128864.6190693,56.527,43,2520,10501,0,0.7010275605134666
845617.060872145,1790128864.7192261,56.527,43,2520,10501,0,0.8011837829835713
845617.1610511029,1790128864.8194025,56.527,43,2520,10501,0,0.9013627409003675
845617.261181953,1790128864.9195366,56.527,43,2520,10501,0,1.001493591000326
845617.3613948349,1790128865.0197449,56.527,43,2520,10501,0,1.1017064729239792
845617.461509257,1790128865.1198559,56.563,43,2520,10501,0,1.2018208949593827
845617.561607425,1790128865.2199538,56.563,43,2520,10501,0,1.3019190629711375
845617.6617135454,1790128865.3200622,56.563,43,2520,10501,0,1.4020251834299415
845617.7618251294,1790128865.4201758,56.563,43,2520,10501,0,1.5021367673762143
845617.862239038,1790128865.520596,56.563,43,2520,10501,0,1.6025506759760901
845617.9623896945,1790128865.6207402,56.563,43,2520,10501,0,1.702701332513243
845618.0625126751,1790128865.7208614,56.563,43,2520,10501,0,1.8028243130538613
845618.1626252545,1790128865.8209746,56.563,43,2520,10501,0,1.902936892467551
845618.262737174,1790128865.9210837,56.563,43,2520,10501,0,2.0030488120391965
845618.362835202,1790128866.0211813,56.563,43,2520,10501,0,2.103146840003319
845618.462938875,1790128866.1212866,56.767,43,2520,10501,0,2.203250512946397
845618.563049067,1790128866.221402,56.767,43,2520,10501,0,2.303360705031082
845618.6631723836,1790128866.321523,56.767,43,2520,10501,0,2.403484021546319
845618.763657901,1790128866.4221005,56.767,43,2520,10501,0,2.5039695389568806
845618.86424122,1790128866.5225904,56.767,43,2520,10501,0,2.604552858043462
845618.9643543661,1790128866.6227038,56.767,43,2520,10501,0,2.704666004050523
845619.0644668695,1790128866.7228136,56.767,43,2520,10501,0,2.8047785074450076
845619.1645672165,1790128866.8229153,56.767,43,2520,10501,0,2.9048788545187563
845619.264668238,1790128866.9230163,56.767,43,2520,10501,0,3.0049798759864643
845619.3647757715,1790128867.0231261,56.767,43,2520,10501,0,3.1050874094944447
845619.4648941475,1790128867.1232462,57.031,43,2520,10501,0,3.205205785459839
845619.5650522974,1790128867.2234037,57.031,43,2520,10501,0,3.305363935418427
845619.665171257,1790128867.3235197,57.031,43,2520,10501,0,3.4054828949738294
845619.7652800404,1790128867.4236293,57.031,43,2520,10501,0,3.5055916784331203
845619.8653920239,1790128867.5237386,57.031,43,2520,10501,0,3.6057036619167775
845619.96549118,1790128867.6238375,57.031,43,2520,10501,0,3.7058028179453686
845620.0655954895,1790128867.7239435,57.031,43,2520,10501,0,3.8059071274474263
845620.165707796,1790128867.8240583,57.031,43,2520,10501,0,3.9060194339836016
845620.265824527,1790128867.9241755,57.031,43,2520,10501,0,4.006136165000498
845620.3659459065,1790128868.0242965,57.031,43,2520,10501,0,4.1062575444811955
845620.466064126,1790128868.1244147,56.761,43,2520,10501,0,4.206375763984397
845620.566275979,1790128868.2246637,56.761,43,2520,10501,0,4.306587617029436
845620.6666336455,1790128868.325003,56.761,43,2520,10501,0,4.406945283524692
845620.7668547805,1790128868.4252028,56.761,43,2520,10501,0,4.5071664184797555
845620.8669611844,1790128868.5253074,56.761,43,2520,10501,0,4.607272822409868
845620.9670593524,1790128868.625406,56.906,43,2520,10501,0,4.707370990421623
845621.067169636,1790128868.7255187,56.906,43,2520,10501,0,4.807481274008751
845621.1674439325,1790128868.8258266,56.906,43,2520,10501,0,4.907755570486188
845621.2648472675,1790128868.923197,56.906,43,2520,10501,0,5.0051589055219665
