dataset,seed,best_epoch,qat_saved_batch_OA,qat_saved_batch_mAcc,qat_saved_batch_Kappa,qat_direct_OA,qat_direct_mAcc,qat_direct_Kappa,staged_fp_OA,staged_fp_mAcc,staged_fp_Kappa,int8_hw_OA,int8_hw_mAcc,int8_hw_Kappa,QAT_to_INT8_loss_pp,reference_path_loss_pp,saved_vs_direct_agreement_pct,QAT_vs_INT8_agreement_pct,output
UP,0,9,96.84643886372993,96.25790033151954,0.9588764884804465,96.84643886372993,96.25790033151954,0.9588764884804465,96.84643886372993,96.25790033151954,0.9588764884804465,96.43474680938657,96.0968413305788,0.9535782228243891,0.4116920543433622,0.0,100.0,98.50967476327706,$PROJECT_ROOT/fpga_dt_input_UP_seed0/UP/seed0/attempt001
